run_id,parameter,t,step_no,value
current_run,param_temp,71,1,99.866329
current_run,param_temp,72,1,100.131776
current_run,param_temp,73,1,99.801717
current_run,param_temp,74,1,100.288583
current_run,param_temp,75,1,99.457778
current_run,param_temp,76,1,100.02382
current_run,param_temp,77,1,100.12443
current_run,param_temp,78,1,100.309972
current_run,param_temp,79,1,100.412508
current_run,param_temp,80,1,100.479526
current_run,param_temp,81,1,100.074741
current_run,param_temp,82,1,100.366004
current_run,param_temp,83,1,99.815563
current_run,param_temp,84,1,100.452312
current_run,param_temp,85,1,99.992244
current_run,param_temp,86,1,100.146351
current_run,param_temp,87,1,100.014984
current_run,param_temp,88,1,100.231092
current_run,param_temp,89,1,100.098888
current_run,param_temp,90,1,100.591336
current_run,param_temp,91,1,100.115393
current_run,param_temp,92,1,99.892621
current_run,param_temp,93,1,100.077953
current_run,param_temp,94,1,100.51683
current_run,param_temp,95,1,99.740231
current_run,param_temp,96,1,100.026048
current_run,param_temp,97,1,100.040949
current_run,param_temp,98,1,100.013279
current_run,param_temp,99,1,100.258327
current_run,param_temp,100,1,100.185436
current_run,param_temp,101,1,100.102281
current_run,param_temp,102,1,99.994488
current_run,param_temp,103,1,99.517606
current_run,param_temp,104,1,100.310294
current_run,param_temp,105,1,100.355007
current_run,param_temp,106,1,100.050246
current_run,param_temp,107,1,100.036677
current_run,param_temp,108,1,100.380945
current_run,param_temp,109,1,99.522521
current_run,param_temp,110,1,100.149185
current_run,param_temp,111,1,99.963394
current_run,param_temp,112,1,100.263558
current_run,param_temp,113,1,100.404391
current_run,param_temp,114,1,100.287858
current_run,param_temp,115,1,100.066676
current_run,param_temp,116,1,99.674552
current_run,param_temp,117,1,100.479847
current_run,param_temp,118,1,100.439356
current_run,param_temp,119,1,100.356445
current_run,param_temp,120,1,100.04518
current_run,param_temp,121,1,99.781971
current_run,param_temp,122,1,100.296794
current_run,param_temp,123,1,100.144368
current_run,param_temp,124,1,99.680671
current_run,param_temp,125,1,99.852148
current_run,param_temp,126,1,100.148883
current_run,param_temp,127,1,99.915026
current_run,param_temp,128,1,100.400909
current_run,param_temp,129,1,99.93696
current_run,param_temp,130,1,99.615357
current_run,param_temp,131,1,99.77056
current_run,param_temp,132,1,100.375727
current_run,param_temp,133,1,99.78144
current_run,param_temp,134,1,99.815158
current_run,param_temp,135,1,100.327991
current_run,param_temp,136,1,100.20623
current_run,param_temp,137,1,100.268398
current_run,param_temp,138,1,100.387016
current_run,param_temp,139,1,100.247119
current_run,param_temp,140,1,100.279594
current_run,param_temp,141,1,99.966859
current_run,param_temp,142,1,100.234195
current_run,param_temp,143,1,99.796065
current_run,param_temp,144,1,100.26006
current_run,param_temp,145,1,100.333946
current_run,param_temp,146,1,99.893386
current_run,param_temp,147,1,99.826249
current_run,param_temp,148,1,100.434639
current_run,param_temp,149,1,99.674587
current_run,param_temp,150,1,99.978458
current_run,param_temp,151,1,100.078421
current_run,param_temp,152,1,99.789343
current_run,param_temp,153,1,99.988256
current_run,param_temp,154,1,100.252565
current_run,param_temp,155,1,100.668974
current_run,param_temp,156,1,100.068472
current_run,param_temp,157,1,100.115108
current_run,param_temp,158,1,99.717103
current_run,param_temp,159,1,99.796473
current_run,param_temp,160,1,99.941594
current_run,param_temp,161,1,100.25032
current_run,param_temp,162,1,100.072395
current_run,param_temp,163,1,100.119854
current_run,param_temp,164,1,100.125842
current_run,param_temp,165,1,100.139246
current_run,param_temp,166,1,99.736689
current_run,param_temp,167,1,100.432275
current_run,param_temp,168,1,100.247132
current_run,param_temp,169,1,100.190858
current_run,param_temp,170,1,100.058485
current_run,param_temp,171,1,99.950074
current_run,param_temp,172,1,100.418294
current_run,param_temp,173,1,99.804306
current_run,param_temp,174,1,100.212421
current_run,param_temp,175,1,100.336938
current_run,param_temp,176,1,100.360397
current_run,param_temp,177,1,100.153703
current_run,param_temp,178,1,100.104929
current_run,param_temp,179,1,100.196627
current_run,param_temp,180,1,100.232901
current_run,param_temp,181,1,99.938732
current_run,param_temp,182,1,100.040759
current_run,param_temp,183,1,99.760625
current_run,param_temp,184,1,100.190355
current_run,param_temp,185,1,100.144065
current_run,param_temp,186,1,99.905315
current_run,param_temp,187,1,99.78428
current_run,param_temp,188,1,100.325769
current_run,param_temp,189,1,100.280189
current_run,param_temp,190,1,100.209971
current_run,param_temp,191,1,100.464874
current_run,param_temp,192,1,99.891167
current_run,param_temp,193,1,100.301281
current_run,param_temp,194,1,99.944795
current_run,param_temp,195,1,100.386396
current_run,param_temp,196,1,100.019134
current_run,param_temp,197,1,99.738115
current_run,param_temp,198,1,99.986874
current_run,param_temp,199,1,100.13352
current_run,param_temp,200,1,99.888752
current_run,param_temp,201,1,100.024815
current_run,param_temp,202,1,100.434763
current_run,param_temp,203,1,100.261299
current_run,param_temp,204,1,100.006502
current_run,param_temp,205,1,100.420787
current_run,param_temp,206,1,100.376636
current_run,param_temp,207,1,100.117057
current_run,param_temp,208,1,100.330688
current_run,param_temp,209,1,100.348524
current_run,param_temp,210,1,100.657854
current_run,param_temp,211,1,100.420048
current_run,param_temp,212,1,99.861382
current_run,param_temp,213,1,100.115025
current_run,param_temp,214,1,100.007342
current_run,param_temp,215,1,99.959793
current_run,param_temp,216,1,100.176993
current_run,param_temp,217,1,100.027318
current_run,param_temp,218,1,99.870017
current_run,param_temp,219,1,100.615261
current_run,param_temp,220,1,100.424878
current_run,param_temp,221,1,100.303851
current_run,param_temp,222,1,100.013641
current_run,param_temp,223,1,99.792124
current_run,param_temp,224,1,100.179757
current_run,param_temp,225,1,99.698554
current_run,param_temp,226,1,100.100395
current_run,param_temp,227,1,100.21277
current_run,param_temp,228,1,100.290126
current_run,param_temp,229,1,100.021769
current_run,param_temp,230,1,100.214341
current_run,param_temp,231,1,100.023742
current_run,param_temp,232,1,99.681402
current_run,param_temp,233,1,100.252295
current_run,param_temp,234,1,100.218542
current_run,param_temp,235,1,99.904267
current_run,param_temp,236,1,100.025927
current_run,param_temp,237,1,100.291191
current_run,param_temp,238,1,100.03122
current_run,param_temp,239,1,100.126358
current_run,param_temp,240,1,100.285381
current_run,param_temp,241,1,100.369211
current_run,param_temp,242,1,100.388746
current_run,param_temp,243,1,99.940206
current_run,param_temp,244,1,99.929616
current_run,param_temp,245,1,100.46121
current_run,param_temp,246,1,100.302851
current_run,param_temp,247,1,99.627222
current_run,param_temp,248,1,99.875569
current_run,param_temp,249,1,100.07069
current_run,param_temp,250,1,100.389548
current_run,param_temp,251,1,99.90065
current_run,param_temp,252,1,100.319987
current_run,param_temp,253,1,99.902934
current_run,param_temp,254,1,100.062213
current_run,param_temp,255,1,100.054478
current_run,param_temp,256,1,100.574577
current_run,param_temp,257,1,100.451792
current_run,param_temp,258,1,99.707516
current_run,param_temp,259,1,100.424554
current_run,param_temp,260,1,100.187478
current_run,param_temp,261,1,99.783913
current_run,param_temp,262,1,100.052979
current_run,param_temp,263,1,99.715911
current_run,param_temp,264,1,99.96409
current_run,param_temp,265,1,100.590003
current_run,param_temp,266,1,99.990824
current_run,param_temp,267,1,100.500276
current_run,param_temp,268,1,99.980789
current_run,param_temp,269,1,100.107064
current_run,param_temp,270,1,100.126472
current_run,param_temp,271,1,99.807588
current_run,param_temp,272,1,100.522256
current_run,param_temp,273,1,99.946246
current_run,param_temp,274,1,100.157848
current_run,param_temp,275,1,100.296542
current_run,param_temp,276,1,99.929769
current_run,param_temp,277,1,100.018122
current_run,param_temp,278,1,100.066026
current_run,param_temp,279,1,100.52346
current_run,param_temp,280,1,100.044913
current_run,param_temp,281,1,100.596988
current_run,param_temp,282,1,100.058311
current_run,param_temp,283,1,100.28749
current_run,param_temp,284,1,100.575207
current_run,param_temp,285,1,99.717947
current_run,param_temp,286,1,100.053521
current_run,param_temp,287,1,100.227419
current_run,param_temp,288,1,100.036251
current_run,param_temp,289,1,100.392311
current_run,param_temp,290,1,100.439997
current_run,param_temp,291,1,100.238142
current_run,param_temp,292,1,100.442617
current_run,param_temp,293,1,99.726207
current_run,param_temp,294,1,99.813265
current_run,param_temp,295,1,100.241972
current_run,param_temp,296,1,99.622179
current_run,param_temp,297,1,100.130809
current_run,param_temp,298,1,100.076189
current_run,param_temp,299,1,100.721516
current_run,param_temp,300,2,100.080258
current_run,param_temp,301,2,100.285388
current_run,param_temp,302,2,100.045805
current_run,param_temp,303,2,100.059176
current_run,param_temp,304,2,99.713403
current_run,param_temp,305,2,100.104935
current_run,param_temp,306,2,99.988738
current_run,param_temp,307,2,99.954889
current_run,param_temp,308,2,100.4415
current_run,param_temp,309,2,100.41024
current_run,param_temp,310,2,99.967942
current_run,param_temp,311,2,100.43435
current_run,param_temp,312,2,100.226085
current_run,param_temp,313,2,100.156091
current_run,param_temp,314,2,100.131212
current_run,param_temp,315,2,99.950901
current_run,param_temp,316,2,99.775023
current_run,param_temp,317,2,100.194593
current_run,param_temp,318,2,100.305321
current_run,param_temp,319,2,100.375247
current_run,param_temp,320,2,100.28982
current_run,param_temp,321,2,100.327043
current_run,param_temp,322,2,100.429003
current_run,param_temp,323,2,100.016103
current_run,param_temp,324,2,100.013678
current_run,param_temp,325,2,100.111322
current_run,param_temp,326,2,100.319162
current_run,param_temp,327,2,100.32076
current_run,param_temp,328,2,100.267307
current_run,param_temp,329,2,100.38561
current_run,param_temp,330,2,100.185161
current_run,param_temp,331,2,100.224986
current_run,param_temp,332,2,99.79868
current_run,param_temp,333,2,99.967411
current_run,param_temp,334,2,100.496484
current_run,param_temp,335,2,100.410204
current_run,param_temp,336,2,100.302097
current_run,param_temp,337,2,99.895709
current_run,param_temp,338,2,100.365457
current_run,param_temp,339,2,100.200017
current_run,param_temp,340,2,100.354218
current_run,param_temp,341,2,100.257528
current_run,param_temp,342,2,99.956204
current_run,param_temp,343,2,100.579105
current_run,param_temp,344,2,100.275345
current_run,param_temp,345,2,100.406446
current_run,param_temp,346,2,100.342533
current_run,param_temp,347,2,99.897475
current_run,param_temp,348,2,100.404408
current_run,param_temp,349,2,100.486699
current_run,param_temp,350,2,100.458273
current_run,param_temp,351,2,99.801472
current_run,param_temp,352,2,100.395156
current_run,param_temp,353,2,100.476891
current_run,param_temp,354,2,100.057402
current_run,param_temp,355,2,100.162755
current_run,param_temp,356,2,99.980786
current_run,param_temp,357,2,99.823467
current_run,param_temp,358,2,100.577217
current_run,param_temp,359,2,100.25049
current_run,param_temp,360,2,99.958168
current_run,param_temp,361,2,99.873226
current_run,param_temp,362,2,100.246778
current_run,param_temp,363,2,100.015639
current_run,param_temp,364,2,100.090623
current_run,param_temp,365,2,100.134849
current_run,param_temp,366,2,100.168507
current_run,param_temp,367,2,100.139543
current_run,param_temp,368,2,100.408728
current_run,param_temp,369,2,100.696781
current_run,param_temp,370,2,99.825548
current_run,param_temp,371,2,100.155245
current_run,param_temp,372,2,100.236879
current_run,param_temp,373,2,100.078001
current_run,param_temp,374,2,100.007329
current_run,param_temp,375,2,100.534863
current_run,param_temp,376,2,100.08972
current_run,param_temp,377,2,100.52683
current_run,param_temp,378,2,100.259985
current_run,param_temp,379,2,100.479811
current_run,param_temp,380,2,100.143538
current_run,param_temp,381,2,100.464386
current_run,param_temp,382,2,100.093632
current_run,param_temp,383,2,100.382697
current_run,param_temp,384,2,100.009173
current_run,param_temp,385,2,99.979145
current_run,param_temp,386,2,99.995704
current_run,param_temp,387,2,100.422065
current_run,param_temp,388,2,100.103812
current_run,param_temp,389,2,100.214593
current_run,param_temp,390,2,100.139244
current_run,param_temp,391,2,100.108015
current_run,param_temp,392,2,100.174476
current_run,param_temp,393,2,100.396678
current_run,param_temp,394,2,100.616015
current_run,param_temp,395,2,100.192193
current_run,param_temp,396,2,100.64477
current_run,param_temp,397,2,100.19857
current_run,param_temp,398,2,100.007966
current_run,param_temp,399,2,99.797233
current_run,param_temp,400,2,100.235047
current_run,param_temp,401,2,100.427536
current_run,param_temp,402,2,99.774164
current_run,param_temp,403,2,100.295418
current_run,param_temp,404,2,100.420385
current_run,param_temp,405,2,100.081084
current_run,param_temp,406,2,100.082492
current_run,param_temp,407,2,100.205751
current_run,param_temp,408,2,100.513299
current_run,param_temp,409,2,100.065914
current_run,param_temp,410,2,100.419699
current_run,param_temp,411,2,100.159559
current_run,param_temp,412,2,100.456769
current_run,param_temp,413,2,100.244487
current_run,param_temp,414,2,100.259792
current_run,param_temp,415,2,100.050494
current_run,param_temp,416,2,99.910405
current_run,param_temp,417,2,100.026657
current_run,param_temp,418,2,100.141621
current_run,param_temp,419,2,99.742615
current_run,param_temp,420,2,100.387921
current_run,param_temp,421,2,99.844895
current_run,param_temp,422,2,100.10291
current_run,param_temp,423,2,100.614906
current_run,param_temp,424,2,99.795702
current_run,param_temp,425,2,100.21032
current_run,param_temp,426,2,99.907737
current_run,param_temp,427,2,100.558927
current_run,param_temp,428,2,100.387053
current_run,param_temp,429,2,99.772347
current_run,param_temp,430,2,100.197013
current_run,param_temp,431,2,100.356701
current_run,param_temp,432,2,100.342758
current_run,param_temp,433,2,100.269052
current_run,param_temp,434,2,100.147112
current_run,param_temp,435,2,100.122136
current_run,param_temp,436,2,100.07754
current_run,param_temp,437,2,100.242135
current_run,param_temp,438,2,100.266765
current_run,param_temp,439,2,100.374865
current_run,param_temp,440,2,100.667385
current_run,param_temp,441,2,100.685317
current_run,param_temp,442,2,100.687071
current_run,param_temp,443,2,100.279009
current_run,param_temp,444,2,100.211688
current_run,param_temp,445,2,100.212665
current_run,param_temp,446,2,100.297054
current_run,param_temp,447,2,100.373557
current_run,param_temp,448,2,100.462288
current_run,param_temp,449,2,100.573375
current_run,param_temp,450,2,100.202653
current_run,param_temp,451,2,100.748296
current_run,param_temp,452,2,100.078434
current_run,param_temp,453,2,99.890536
current_run,param_temp,454,2,100.260934
current_run,param_temp,455,2,100.525118
current_run,param_temp,456,2,100.54418
current_run,param_temp,457,2,100.667905
current_run,param_temp,458,2,100.110081
current_run,param_temp,459,2,100.471874
current_run,param_temp,460,2,100.495375
current_run,param_temp,461,2,99.993417
current_run,param_temp,462,2,100.462368
current_run,param_temp,463,2,100.784876
current_run,param_temp,464,2,100.761846
current_run,param_temp,465,2,100.102538
current_run,param_temp,466,2,100.295052
current_run,param_temp,467,2,100.14338
current_run,param_temp,468,2,100.265918
current_run,param_temp,469,2,100.735525
current_run,param_temp,470,2,100.498353
current_run,param_temp,471,2,99.984932
current_run,param_temp,472,2,100.175365
current_run,param_temp,473,2,100.096213
current_run,param_temp,474,2,99.791148
current_run,param_temp,475,2,100.218302
current_run,param_temp,476,2,100.127616
current_run,param_temp,477,2,100.349341
current_run,param_temp,478,2,100.134741
current_run,param_temp,479,2,99.938397
current_run,param_temp,480,2,99.891638
current_run,param_temp,481,2,100.212087
current_run,param_temp,482,2,100.120156
current_run,param_temp,483,2,100.226113
current_run,param_temp,484,2,100.124406
current_run,param_temp,485,2,100.391953
current_run,param_temp,486,2,100.580971
current_run,param_temp,487,2,99.979352
current_run,param_temp,488,2,99.600063
current_run,param_temp,489,2,100.369744
current_run,param_temp,490,2,100.255921
current_run,param_temp,491,2,99.994305
current_run,param_temp,492,2,100.004186
current_run,param_temp,493,2,100.488993
current_run,param_temp,494,2,100.631187
current_run,param_temp,495,2,100.43276
current_run,param_temp,496,2,100.186307
current_run,param_temp,497,2,100.310134
current_run,param_temp,498,2,100.231117
current_run,param_temp,499,2,100.534221
current_run,param_temp,500,2,100.449237
current_run,param_temp,501,2,100.239086
current_run,param_temp,502,2,100.459053
current_run,param_temp,503,2,100.133906
current_run,param_temp,504,2,100.216775
current_run,param_temp,505,2,100.618783
current_run,param_temp,506,2,100.19688
current_run,param_temp,507,2,100.453659
current_run,param_temp,508,2,100.53704
current_run,param_temp,509,2,99.894646
current_run,param_temp,510,2,100.194696
current_run,param_temp,511,2,99.927973
current_run,param_temp,512,2,100.680916
current_run,param_temp,513,2,100.118495
current_run,param_temp,514,2,100.205507
current_run,param_temp,515,2,100.290021
current_run,param_temp,516,2,100.274094
current_run,param_temp,517,2,100.535053
current_run,param_temp,518,2,100.166268
current_run,param_temp,519,2,100.471869
current_run,param_temp,520,2,100.298161
current_run,param_temp,521,2,99.886087
current_run,param_temp,522,2,100.566826
current_run,param_temp,523,2,100.107044
current_run,param_temp,524,2,100.365275
current_run,param_temp,525,2,100.433903
current_run,param_temp,526,2,100.291777
current_run,param_temp,527,2,100.459646
current_run,param_temp,528,2,100.178377
current_run,param_temp,529,2,100.124169
current_run,param_temp,530,2,100.329561
current_run,param_temp,531,2,100.46646
current_run,param_temp,532,2,100.560465
current_run,param_temp,533,2,100.089202
current_run,param_temp,534,2,100.184048
current_run,param_temp,535,2,100.177401
current_run,param_temp,536,2,100.12838
current_run,param_temp,537,2,100.341104
current_run,param_temp,538,2,100.600474
current_run,param_temp,539,2,100.006371
current_run,param_temp,540,2,100.416422
current_run,param_temp,541,2,100.377755
current_run,param_temp,542,2,100.495761
current_run,param_temp,543,2,100.215253
current_run,param_temp,544,2,100.007901
current_run,param_temp,545,2,100.491575
current_run,param_temp,546,2,99.85159
current_run,param_temp,547,2,100.454344
current_run,param_temp,548,2,99.924623
current_run,param_temp,549,2,100.756866
current_run,param_temp,550,2,100.57749
current_run,param_temp,551,2,100.430756
current_run,param_temp,552,2,99.786228
current_run,param_temp,553,2,100.610028
current_run,param_temp,554,2,100.400331
current_run,param_temp,555,2,100.847684
current_run,param_temp,556,2,100.760291
current_run,param_temp,557,2,100.391318
current_run,param_temp,558,2,100.535703
current_run,param_temp,559,2,100.481329
current_run,param_temp,560,2,100.522339
current_run,param_temp,561,2,100.436085
current_run,param_temp,562,2,100.422968
current_run,param_temp,563,2,99.825368
current_run,param_temp,564,2,100.075204
current_run,param_temp,565,2,100.107751
current_run,param_temp,566,2,100.297889
current_run,param_temp,567,2,100.541188
current_run,param_temp,568,2,100.331784
current_run,param_temp,569,2,100.063042
current_run,param_temp,570,2,100.05446
current_run,param_temp,571,2,100.507169
current_run,param_temp,572,2,100.372937
current_run,param_temp,573,2,100.407352
current_run,param_temp,574,2,99.991446
current_run,param_temp,575,2,99.825713
current_run,param_temp,576,2,100.327022
current_run,param_temp,577,2,100.463879
current_run,param_temp,578,2,100.181937
current_run,param_temp,579,2,100.625078
current_run,param_temp,580,2,100.387436
current_run,param_temp,581,2,100.170805
current_run,param_temp,582,2,100.648896
current_run,param_temp,583,2,100.743732
current_run,param_temp,584,2,100.232197
current_run,param_temp,585,2,100.26681
current_run,param_temp,586,2,100.473389
current_run,param_temp,587,2,100.404307
current_run,param_temp,588,2,100.19452
current_run,param_temp,589,2,100.017996
current_run,param_temp,590,2,100.703494
current_run,param_temp,591,2,100.684779
current_run,param_temp,592,2,100.488449
current_run,param_temp,593,2,100.242022
current_run,param_temp,594,2,100.533298
current_run,param_temp,595,2,100.614874
current_run,param_temp,596,2,100.446097
current_run,param_temp,597,2,100.149471
current_run,param_temp,598,2,99.975536
current_run,param_temp,599,2,100.591803
current_run,param_temp,600,3,100.19955
current_run,param_temp,601,3,100.55348
current_run,param_temp,602,3,100.465402
current_run,param_temp,603,3,100.512426
current_run,param_temp,604,3,100.13657
current_run,param_temp,605,3,100.293669
current_run,param_temp,606,3,99.955383
current_run,param_temp,607,3,99.992439
current_run,param_temp,608,3,100.447197
current_run,param_temp,609,3,100.267937
current_run,param_temp,610,3,99.819423
current_run,param_temp,611,3,100.534823
current_run,param_temp,612,3,100.276732
current_run,param_temp,613,3,100.422837
current_run,param_temp,614,3,100.325784
current_run,param_temp,615,3,100.364412
current_run,param_temp,616,3,100.206488
current_run,param_temp,617,3,100.427295
current_run,param_temp,618,3,100.338308
current_run,param_temp,619,3,99.746099
current_run,param_temp,620,3,100.464465
current_run,param_temp,621,3,100.065985
current_run,param_temp,622,3,99.887583
current_run,param_temp,623,3,100.318534
current_run,param_temp,624,3,99.707737
current_run,param_temp,625,3,100.370499
current_run,param_temp,626,3,99.967435
current_run,param_temp,627,3,100.193063
current_run,param_temp,628,3,99.819544
current_run,param_temp,629,3,99.989338
current_run,param_temp,630,3,100.31971
current_run,param_temp,631,3,100.411414
current_run,param_temp,632,3,100.075602
current_run,param_temp,633,3,100.297115
current_run,param_temp,634,3,100.243036
current_run,param_temp,635,3,100.318191
current_run,param_temp,636,3,100.084658
current_run,param_temp,637,3,99.808917
current_run,param_temp,638,3,99.607395
current_run,param_temp,639,3,100.541713
current_run,param_temp,640,3,100.080637
current_run,param_temp,641,3,100.0764
current_run,param_temp,642,3,100.207477
current_run,param_temp,643,3,100.180363
current_run,param_temp,644,3,100.239838
current_run,param_temp,645,3,99.975598
current_run,param_temp,646,3,100.317162
current_run,param_temp,647,3,100.036586
current_run,param_temp,648,3,100.259659
current_run,param_temp,649,3,100.058349
current_run,param_temp,650,3,99.871388
current_run,param_temp,651,3,100.372236
current_run,param_temp,652,3,99.975589
current_run,param_temp,653,3,100.045316
current_run,param_temp,654,3,100.401396
current_run,param_temp,655,3,99.689044
current_run,param_temp,656,3,99.83095
current_run,param_temp,657,3,100.089724
current_run,param_temp,658,3,100.277888
current_run,param_temp,659,3,99.848171
current_run,param_temp,660,3,100.235708
current_run,param_temp,661,3,100.355097
current_run,param_temp,662,3,100.208551
current_run,param_temp,663,3,99.878643
current_run,param_temp,664,3,100.336975
current_run,param_temp,665,3,100.34331
current_run,param_temp,666,3,100.375144
current_run,param_temp,667,3,99.962321
current_run,param_temp,668,3,100.177422
current_run,param_temp,669,3,100.136308
current_run,param_temp,670,3,100.040773
current_run,param_temp,671,3,100.24094
current_run,param_temp,672,3,100.248993
current_run,param_temp,673,3,100.099714
current_run,param_temp,674,3,100.080905
current_run,param_temp,675,3,99.740206
current_run,param_temp,676,3,100.014748
current_run,param_temp,677,3,99.941752
current_run,param_temp,678,3,99.841457
current_run,param_temp,679,3,100.272809
current_run,param_temp,680,3,100.19953
current_run,param_temp,681,3,99.993541
current_run,param_temp,682,3,100.098495
current_run,param_temp,683,3,99.837576
current_run,param_temp,684,3,99.683851
current_run,param_temp,685,3,100.063996
current_run,param_temp,686,3,100.166669
current_run,param_temp,687,3,99.921424
current_run,param_temp,688,3,100.301664
current_run,param_temp,689,3,99.535572
current_run,param_temp,690,3,100.116092
current_run,param_temp,691,3,100.062835
current_run,param_temp,692,3,100.001108
current_run,param_temp,693,3,99.941054
current_run,param_temp,694,3,100.009216
current_run,param_temp,695,3,100.213118
current_run,param_temp,696,3,100.215807
current_run,param_temp,697,3,100.052605
current_run,param_temp,698,3,99.970555
current_run,param_temp,699,3,100.50896
current_run,param_temp,700,3,100.210528
current_run,param_temp,701,3,100.418176
current_run,param_temp,702,3,100.210014
current_run,param_temp,703,3,99.638108
current_run,param_temp,704,3,99.858666
current_run,param_temp,705,3,100.324757
current_run,param_temp,706,3,100.219833
current_run,param_temp,707,3,100.068248
current_run,param_temp,708,3,100.293181
current_run,param_temp,709,3,100.213505
current_run,param_temp,710,3,99.563512
current_run,param_temp,711,3,100.173089
current_run,param_temp,712,3,100.007612
current_run,param_temp,713,3,100.143814
current_run,param_temp,714,3,100.341076
current_run,param_temp,715,3,99.964453
current_run,param_temp,716,3,100.468239
current_run,param_temp,717,3,100.193573
current_run,param_temp,718,3,100.183378
current_run,param_temp,719,3,99.834458
current_run,param_temp,720,3,100.384667
current_run,param_temp,721,3,100.22209
current_run,param_temp,722,3,100.218329
current_run,param_temp,723,3,100.384535
current_run,param_temp,724,3,99.877979
current_run,param_temp,725,3,99.904379
current_run,param_temp,726,3,100.32002
current_run,param_temp,727,3,99.962334
current_run,param_temp,728,3,100.009852
current_run,param_temp,729,3,100.04179
current_run,param_temp,730,3,99.95171
current_run,param_temp,731,3,99.94405
current_run,param_temp,732,3,100.312756
current_run,param_temp,733,3,100.310704
current_run,param_temp,734,3,100.047693
current_run,param_temp,735,3,100.435464
current_run,param_temp,736,3,99.760257
current_run,param_temp,737,3,100.464889
current_run,param_temp,738,3,100.471178
current_run,param_temp,739,3,99.543174
current_run,param_temp,740,3,100.229033
current_run,param_temp,741,3,100.228972
current_run,param_temp,742,3,100.5127
current_run,param_temp,743,3,100.731054
current_run,param_temp,744,3,100.374353
current_run,param_temp,745,3,100.480924
current_run,param_temp,746,3,100.127548
current_run,param_temp,747,3,100.097078
current_run,param_temp,748,3,99.881508
current_run,param_temp,749,3,100.312439
current_run,param_temp,750,3,100.219211
current_run,param_temp,751,3,99.459427
current_run,param_temp,752,3,100.25101
current_run,param_temp,753,3,100.18718
current_run,param_temp,754,3,100.037048
current_run,param_temp,755,3,99.942868
current_run,param_temp,756,3,100.572903
current_run,param_temp,757,3,100.170961
current_run,param_temp,758,3,100.324318
current_run,param_temp,759,3,100.187491
current_run,param_temp,760,3,100.331594
current_run,param_temp,761,3,100.670666
current_run,param_temp,762,3,100.312203
current_run,param_temp,763,3,100.214529
current_run,param_temp,764,3,100.218963
current_run,param_temp,765,3,99.903008
current_run,param_temp,766,3,100.028942
current_run,param_temp,767,3,100.347678
current_run,param_temp,768,3,100.54422
current_run,param_temp,769,3,100.306253
current_run,param_temp,770,3,100.281289
current_run,param_temp,771,3,100.000738
current_run,param_temp,772,3,100.008603
current_run,param_temp,773,3,100.233748
current_run,param_temp,774,3,100.097386
current_run,param_temp,775,3,100.274397
